Words,NER Tag
42,CARDINAL
VfU,PRODUCT
1.1,CARDINAL
the Association for Environmental Management,ORG
July 2022,DATE
ISO 14064-3,PRODUCT
DNV,PERSON
VfU,PERSON
GRI,ORG
VfU,PRODUCT
EcoInvent,ORG
EcoInvent,ORG
one,CARDINAL
Greendelta,GPE
Greendelta,GPE
EcoInvent,ORG
GHG,ORG
the Öko-Institut research institute,ORG
VfU,PERSON
VfU,PERSON
Commerzbank,ORG
GRI Report,ORG
2023,DATE
summer 2024,DATE
Commerzbank,ORG
Commerzbank,ORG
Sustainability Board,ORG
"the Board of Managing 
Directors",ORG
Bank,ORG
"Group Sustainability 
Management",ORG
Commerzbank,ORG
Group,ORG
Bank,ORG
the ESG Committee,ORG
Supervisory Board,ORG
Sustainability Advisory Board,ORG
"the Board of Managing 
Directors",ORG
zero,CARDINAL
• Responsible,ORG
2020,DATE
three,CARDINAL
ESG,ORG
zero,CARDINAL
the Board of Managing Directors,ORG
ESG,ORG
nine,CARDINAL
Bank,ORG
2022,DATE
• Anchoring,ORG
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"79 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
2050,DATE
CO2,PRODUCT
zero,CARDINAL
CO2,PRODUCT
the Science Based Targets,WORK_OF_ART
first,ORDINAL
2022,DATE
CO2,PRODUCT
zero,CARDINAL
2040,DATE
2025,DATE
238bn,MONEY
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Supporting,ORG
• Leading,ORG
80,CARDINAL
Commerzbank,ORG
2023,DATE
TNFD,ORG
Commerzbank,ORG
• Anchoring,ORG
• Responsible,ORG
• Leading,ORG
many years,DATE
ESG,ORG
• Anchoring,ORG
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Supporting,ORG
• Leading,ORG
2022,DATE
Bank,ORG
two,CARDINAL
TNFD,ORG
ENCORE,WORK_OF_ART
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Leading,ORG
"CRR 
Metrics",ORG
Commerzbank,ORG
2025,DATE
ESG,ORG
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Anchoring,ORG
zero,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"81 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
2025,DATE
CRR,ORG
82,CARDINAL
Commerzbank,ORG
2023,DATE
Principles for Responsible Banking,WORK_OF_ART
the Principles for Responsible Banking,ORG
PRB,ORG
the United Nations Environmental Programme Financial Initiative,ORG
1,CARDINAL
the Paris Climate Agreement,EVENT
1.1,CARDINAL
Describe,PERSON
Commerzbank,ORG
Mittelstand,LOC
"some 25,500",CARDINAL
almost 11 million,CARDINAL
Germany,GPE
Bank,ORG
two,CARDINAL
"Small-Business 
Customers and Corporate Clients",ORG
Annual,DATE
"• Basis of the Commerzbank 
Group",ORG
1.2,CARDINAL
the Sustainable Development Goals,ORG
the Paris Climate Agreement,EVENT
"UN Guiding Principles on Business and Human Rights  
",ORG
International Labour Organization,ORG
UN,ORG
TCFD,ORG
TNFD,ORG
CSR-RUG,ORG
ESG,ORG
Position on Human Rights,WORK_OF_ART
2020,DATE
Bank,ORG
Paris,GPE
the Science Based Targets,ORG
"the Net-Zero Banking 
Alliance",ORG
the Task Force on Climate,ORG
Financial Disclosures,ORG
TCFD,ORG
Taskforce,ORG
Financial Disclosures,ORG
TNFD,ORG
2023,DATE
ESG,ORG
Bank,ORG
Commerzbank,ORG
• Taking,ORG
• Supporting,ORG
• Supporting,ORG
• Page,ORG
ESG,ORG
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
83,CARDINAL
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
2.1,CARDINAL
1,CARDINAL
under 1.1,DATE
2022,DATE
two,CARDINAL
Commerzbank,ORG
Bank,ORG
zero,CARDINAL
no later than 2050,DATE
zero,CARDINAL
Bank,ORG
• Anchoring,ORG
• Responsible,ORG
Bank,ORG
the Paris Agreement,EVENT
ESG,ORG
CRR,ORG
• Responsible,ORG
CRR,ORG
4,CARDINAL
operate?8 Please,ORG
6,CARDINAL
the Interactive Guidance,ORG
7,CARDINAL
8,CARDINAL
84,CARDINAL
Commerzbank,ORG
2023,DATE
Nine,CARDINAL
three,CARDINAL
Commerzbank,ORG
2023,DATE
57,CARDINAL
ENCORE,WORK_OF_ART
2023,DATE
second,ORDINAL
the previous year,DATE
ENCORE,WORK_OF_ART
ENCORE,ORG
50,CARDINAL
• Anchoring,ORG
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
CRR,ORG
4,CARDINAL
ESG,ORG
first,ORDINAL
3,CARDINAL
at least two,CARDINAL
2.2)9,DATE
Nine,CARDINAL
47,CARDINAL
two,CARDINAL
• Anchoring,ORG
two,CARDINAL
Annex,ORG
two,CARDINAL
"the Paris 
Agreement",EVENT
Bank,ORG
Bank,ORG
"the Board of 
Managing Directors",ORG
ESG,ORG
"the Sectoral 
Decarbonization Approach",ORG
SDA,ORG
53,CARDINAL
CO2,PRODUCT
2030,DATE
year 2021,DATE
2030,DATE
• Anchoring,ORG
• Responsible,ORG
ESG,ORG
9,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"85 
 
25 Declaration",DATE
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
resource efficiency & circular,ORG
6 months,DATE
12 months,DATE
18 months,DATE
18 months,DATE
2.2,CARDINAL
Target Setting,ORG
2,CARDINAL
two,CARDINAL
at least two,CARDINAL
"Sustainable 
Development Goals",ORG
the Paris Agreement,EVENT
2.1,CARDINAL
2020,DATE
the Paris Agreement,EVENT
EU Green Deal,ORG
zero,CARDINAL
zero,CARDINAL
"the Board of Managing 
Directors",ORG
two,CARDINAL
zero,CARDINAL
the Science Based Targets,ORG
"the Net-Zero 
Banking Alliance",ORG
the Task Force on Climate,ORG
Financial Disclosures,ORG
TCFD,ORG
Biodiversity in Good Company” Initiative,WORK_OF_ART
Taskforce,ORG
"Financial 
Disclosures",ORG
TNFD,ORG
December 2023,DATE
two,CARDINAL
"the UN Women Empowerment 
Principles",ORG
Commerzbank,ORG
Board of Managing Directors,ORG
40%,PERCENT
the end of 2030,DATE
• Anchoring,ORG
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Leading,ORG
the year,DATE
2.1,CARDINAL
10,CARDINAL
11,CARDINAL
PRB,ORG
12,CARDINAL
National Development Plans,ORG
the Paris Climate Agreement,EVENT
86,CARDINAL
Commerzbank,ORG
Annex,ORG
Annex,ORG
KPI 1: Net-zero,PRODUCT
2050,DATE
2025,DATE
"n.a. 
KPI",ORG
3,CARDINAL
Net-zero,CARDINAL
2040,DATE
40%,PERCENT
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Leading,ORG
first,ORDINAL
second,ORDINAL
zero,CARDINAL
1,CARDINAL
Net-zero,CARDINAL
2050,DATE
"2025 
KPI",QUANTITY
3,CARDINAL
Net-zero,CARDINAL
2040,CARDINAL
"RSPO, GRSB",ORG
FSC,ORG
PEFC,ORG
RSPO,ORG
the end of 2025,DATE
40%,PERCENT
1 to 4,CARDINAL
2030,DATE
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Responsible,ORG
• Leading,ORG
The Group Sustainability Management,ORG
Bank,ORG
"the Board 
of",ORG
Managing Directors,ORG
Sustainability,ORG
• Taking,ORG
• Anchoring,ORG
13,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"87 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
PRB,ORG
first,ORDINAL
second,ORDINAL
third,ORDINAL
2.3,CARDINAL
Target,ORG
3,CARDINAL
2.2,CARDINAL
2nd,DATE
zero,CARDINAL
1,CARDINAL
ESG,ORG
the end of 2023,DATE
Commerzbank Aktiengesellschaft,ORG
238bn,MONEY
300bn,MONEY
the end of 2025,DATE
3,CARDINAL
2023,DATE
Commerzbank Aktiengesellschaft,ORG
"76,591 tonnes",QUANTITY
30%,PERCENT
2025,DATE
year 2018,DATE
2022,DATE
"78,402 tonnes",QUANTITY
34.9%,PERCENT
December 2023,DATE
the end of 2023,DATE
36.1%,PERCENT
Group,ORG
• Anchoring,ORG
zero,CARDINAL
• Responsible,ORG
• Responsible,ORG
• Leading,ORG
ESG,ORG
88,CARDINAL
Commerzbank,ORG
3,CARDINAL
3.1,CARDINAL
P2,PERSON
2025,DATE
• Anchoring,ORG
zero,CARDINAL
• Supporting,ORG
• Supporting,ORG
3.2,CARDINAL
Describe,PRODUCT
USD,ORG
Bank,ORG
Private,LOC
Small-Business Customers,ORG
KfW,ORG
Corporate Clients,ORG
ESG,ORG
• Supporting,ORG
• Supporting,ORG
ESG,ORG
14,CARDINAL
15,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
89,CARDINAL
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
4.1,CARDINAL
Stakeholder,ORG
16,CARDINAL
Principles,NORP
Commerzbank,ORG
• Shareholders,ORG
• Research,ORG
"• Customers 
• Suppliers",ORG
"• Politics 
• Civil",ORG
Commerzbank,ORG
Commerzbank,ORG
Sustainability Advisory Board,ORG
Sustainability Report,ORG
• Anchoring,ORG
• Anchoring,ORG
• Sustainability Report,ORG
2-29,DATE
16,CARDINAL
90,CARDINAL
Commerzbank,ORG
5,CARDINAL
Governance & Culture,ORG
5.1,CARDINAL
PRB,ORG
PRB,ORG
PRB,ORG
• Anchoring,ORG
5.2,CARDINAL
Commerzbank Group,ORG
Commerzbank,ORG
Commerzbank,ORG
Bank,ORG
Commerzbank,ORG
Sustainability Report,ORG
GRI Report,ORG
• Anchoring,ORG
• Leading,ORG
• Leading,ORG
• Sustainability Report,ORG
401-,CARDINAL
407,CARDINAL
• Page,ORG
5.3,CARDINAL
ESG,ORG
Bank,ORG
Commerzbank,ORG
• Anchoring,ORG
• Responsible,ORG
• Responsible,ORG
ESG,ORG
17,CARDINAL
zero,CARDINAL
zero,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"91 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
PRB,ORG
5.2,CARDINAL
Commerzbank,ORG
6,CARDINAL
6.1   Assurance,CARDINAL
PRB,ORG
the Principles for Responsible Banking,ORG
KPMG,ORG
Annual,DATE
• Further Information,ORG
6.2,CARDINAL
GRI,ORG
CDP,ORG
TCFD,ORG
ESG,ORG
"TNFD 
Commerzbank",ORG
Bank,ORG
ESG,ORG
• Sustainability,ORG
GRI,ORG
• Page,ORG
6.3,CARDINAL
next 12 month,DATE
setting19,ORG
PRB,ORG
the EU Corporate Sustainability Reporting Directive (CSRD,ORG
this year,DATE
mid-2023,DATE
the next 12-month,DATE
• Anchoring,ORG
6.4,CARDINAL
PRB,ORG
three,CARDINAL
the last 12 months,DATE
Stakeholder,PERSON
Getting,PERSON
18,CARDINAL
19,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"93 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
1,CARDINAL
GAR,ORG
the Turnover KPI,ORG
Turnover KPI,ORG
Climate Change Mitigation,ORG
CCM,ORG
CCA,ORG
GAR - Covered,ORG
1,CARDINAL
HfT,WORK_OF_ART
GAR,ORG
"177,422",CARDINAL
"130,733",CARDINAL
"8,713",CARDINAL
"8,488",CARDINAL
29,CARDINAL
159,CARDINAL
2,CARDINAL
"19,245",CARDINAL
"3,963",CARDINAL
58,CARDINAL
58,CARDINAL
0,CARDINAL
3,CARDINAL
"17,293",CARDINAL
"2,883",CARDINAL
"10,453",CARDINAL
"1,608",CARDINAL
5,CARDINAL
"6,840",CARDINAL
"1,274",CARDINAL
6,CARDINAL
"1,952",CARDINAL
"1,081",CARDINAL
58,CARDINAL
58,CARDINAL
0,CARDINAL
8,CARDINAL
115,CARDINAL
9,CARDINAL
115,CARDINAL
10,CARDINAL
11,CARDINAL
621,CARDINAL
155,CARDINAL
610,CARDINAL
155,CARDINAL
14,CARDINAL
10,CARDINAL
15,CARDINAL
33,CARDINAL
33,CARDINAL
18,CARDINAL
19,CARDINAL
"19,621",CARDINAL
"12,870",CARDINAL
"3,217",CARDINAL
"2,991",CARDINAL
29,CARDINAL
159,CARDINAL
21,CARDINAL
"18,648",CARDINAL
"12,576",CARDINAL
"3,176",CARDINAL
"2,991",CARDINAL
22,CARDINAL
145,CARDINAL
0,CARDINAL
22,CARDINAL
Debt,PRODUCT
974,CARDINAL
294,CARDINAL
41,CARDINAL
7,CARDINAL
14,CARDINAL
1,CARDINAL
1,CARDINAL
0,CARDINAL
23,CARDINAL
Households,ORG
"129,771",CARDINAL
"113,883",CARDINAL
"5,438",CARDINAL
"5,438",CARDINAL
25,CARDINAL
"106,920",CARDINAL
"103,857",CARDINAL
"4,673",CARDINAL
"4,673",CARDINAL
26,CARDINAL
"3,758",CARDINAL
"3,758",CARDINAL
394,CARDINAL
28,CARDINAL
"8,785",CARDINAL
17,CARDINAL
"8,785",CARDINAL
17,CARDINAL
32,CARDINAL
GAR,ORG
"195,014",CARDINAL
94,CARDINAL
Commerzbank,ORG
2023,DATE
Turnover KPI,ORG
Climate Change Mitigation,ORG
CCM,ORG
CCA,ORG
33,CARDINAL
"182,021",CARDINAL
34,CARDINAL
NFRD,ORG
"112,870",CARDINAL
35,CARDINAL
"77,823",CARDINAL
36,CARDINAL
"9,181",CARDINAL
37,CARDINAL
340,CARDINAL
38,CARDINAL
Debt,PRODUCT
"34,448",CARDINAL
39,CARDINAL
599,CARDINAL
Non-EU,ORG
NFRD,NORP
"69,150",CARDINAL
41,CARDINAL
"50,970",CARDINAL
42,CARDINAL
"18,061",CARDINAL
43,CARDINAL
120,CARDINAL
"1,497",CARDINAL
45,CARDINAL
131,CARDINAL
"1,108",CARDINAL
47,CARDINAL
"10,257",CARDINAL
48,CARDINAL
GAR,ORG
"372,436",CARDINAL
"130,733",CARDINAL
"8,713",CARDINAL
"8,488",CARDINAL
29,CARDINAL
159,CARDINAL
11,CARDINAL
8,CARDINAL
0,CARDINAL
49,CARDINAL
GAR,ORG
"165,522",CARDINAL
50,CARDINAL
"37,568",CARDINAL
51,CARDINAL
"101,396",CARDINAL
52,CARDINAL
"26,559",CARDINAL
53,CARDINAL
"537,959",CARDINAL
"130,733",CARDINAL
"8,713",CARDINAL
"8,488",CARDINAL
29,CARDINAL
159,CARDINAL
NFRD,ORG
54,CARDINAL
"3,093",CARDINAL
36,CARDINAL
1,CARDINAL
"46,194",CARDINAL
"20,809",CARDINAL
"2,700",CARDINAL
2,CARDINAL
117,CARDINAL
1,CARDINAL
"38,613",CARDINAL
"20,418",CARDINAL
"2,573",CARDINAL
1,CARDINAL
38,CARDINAL
4,CARDINAL
1,CARDINAL
"4,910",CARDINAL
392,CARDINAL
127,CARDINAL
1,CARDINAL
79,CARDINAL
1,CARDINAL
1,CARDINAL
UoP,GPE
2,CARDINAL
25,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"95 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
GAR - Covered,ORG
1,CARDINAL
HfT,WORK_OF_ART
GAR,ORG
"130,744",CARDINAL
"8,721",CARDINAL
"8,488",CARDINAL
29,CARDINAL
159,CARDINAL
2,CARDINAL
"3,963",CARDINAL
58,CARDINAL
58,DATE
0,CARDINAL
3,CARDINAL
"2,883 
 
 
 
 
4",MONEY
"1,608 
 
 
 
 
5",MONEY
"1,274 
 
 
 
 
6",MONEY
7,CARDINAL
"1,081",CARDINAL
58,CARDINAL
58,DATE
8,CARDINAL
9,CARDINAL
10,CARDINAL
11,CARDINAL
12,CARDINAL
155,CARDINAL
155,CARDINAL
15,CARDINAL
16,CARDINAL
4,CARDINAL
19,CARDINAL
20,CARDINAL
"12,881",CARDINAL
"3,225",CARDINAL
"2,991",CARDINAL
29,CARDINAL
159,CARDINAL
21,CARDINAL
"12,586",CARDINAL
"3,183",CARDINAL
"2,991",CARDINAL
22,CARDINAL
145,CARDINAL
22,CARDINAL
Debt,PRODUCT
295,CARDINAL
42,CARDINAL
7,CARDINAL
14,CARDINAL
23,CARDINAL
24,CARDINAL
Households,ORG
"113,883",CARDINAL
"5,438",CARDINAL
"5,438",CARDINAL
25,CARDINAL
"103,857",CARDINAL
"4,673",CARDINAL
"4,673",CARDINAL
26,CARDINAL
"3,758",CARDINAL
"98 
 
 
 
 
",MONEY
"17 
 
 
 
 
",MONEY
30,CARDINAL
"17 
 
 
 
 
",MONEY
32,CARDINAL
GAR,ORG
33,CARDINAL
34,CARDINAL
NFRD,NORP
35,CARDINAL
36,CARDINAL
37,CARDINAL
38,CARDINAL
Debt,PRODUCT
39,CARDINAL
Non-EU,ORG
NFRD,ORG
41,CARDINAL
42,CARDINAL
43,CARDINAL
45,CARDINAL
Commerzbank,ORG
2023,DATE
47,CARDINAL
Goodwill,PERSON
48,CARDINAL
GAR,ORG
"130,744",CARDINAL
"8,721",CARDINAL
"8,488",CARDINAL
29,CARDINAL
159,CARDINAL
49,CARDINAL
GAR,ORG
50,CARDINAL
51,CARDINAL
52,CARDINAL
53,CARDINAL
"130,744",CARDINAL
"8,721",CARDINAL
"8,488",CARDINAL
29,CARDINAL
159,CARDINAL
NFRD,NORP
54,CARDINAL
36,CARDINAL
1,CARDINAL
0,CARDINAL
1,CARDINAL
55,CARDINAL
"20,814",CARDINAL
"2,701",CARDINAL
2,CARDINAL
117,CARDINAL
"20,422",CARDINAL
"2,574",CARDINAL
2,CARDINAL
38,CARDINAL
57,CARDINAL
392,CARDINAL
127,CARDINAL
1,CARDINAL
UoP,PERSON
2,CARDINAL
25,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"97 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
T-1,ORG
Turnover KPI,ORG
Climate Change Mitigation,ORG
CCM,ORG
CCA,ORG
GAR - Covered,ORG
1,CARDINAL
HfT,WORK_OF_ART
GAR,ORG
2,CARDINAL
3,CARDINAL
4,CARDINAL
5,CARDINAL
6,CARDINAL
8,CARDINAL
9,CARDINAL
10,CARDINAL
11,CARDINAL
12,CARDINAL
13,CARDINAL
14,CARDINAL
15,CARDINAL
16,CARDINAL
17,CARDINAL
18,CARDINAL
19,CARDINAL
20,CARDINAL
21,CARDINAL
22,CARDINAL
Debt,PRODUCT
23,CARDINAL
24,CARDINAL
Households,ORG
25,CARDINAL
26,CARDINAL
27,CARDINAL
28,CARDINAL
29,CARDINAL
30,CARDINAL
98,CARDINAL
Commerzbank,ORG
2023,DATE
T-1,ORG
Turnover KPI,ORG
Climate Change Mitigation,ORG
CCM,ORG
CCA,ORG
31,CARDINAL
32,CARDINAL
GAR,ORG
33,CARDINAL
34,CARDINAL
NFRD,ORG
35,CARDINAL
36,CARDINAL
37,CARDINAL
38,CARDINAL
Debt,PRODUCT
39,CARDINAL
Non-EU,ORG
NFRD,NORP
41,CARDINAL
42,CARDINAL
43,CARDINAL
45,CARDINAL
47,CARDINAL
48,CARDINAL
GAR,ORG
49,CARDINAL
GAR,ORG
50,CARDINAL
51,CARDINAL
52,CARDINAL
53,CARDINAL
NFRD,ORG
54,CARDINAL
55,CARDINAL
56,CARDINAL
57,CARDINAL
1,CARDINAL
UoP,GPE
Risikopositionen,PERSON
Verwendung der Erlöse,PERSON
Kreditnehmer / Emittenten,ORG
2,CARDINAL
Zeile,LANGUAGE
25,DATE
Kredite,NORP
anrechenbaren Sicherheiten,PERSON
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"99 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
T-1,ORG
GAR - Covered,ORG
1,CARDINAL
HfT,WORK_OF_ART
GAR,ORG
2,CARDINAL
3,CARDINAL
4,CARDINAL
5,CARDINAL
6,CARDINAL
8,CARDINAL
9,CARDINAL
10,CARDINAL
11,CARDINAL
12,CARDINAL
13,CARDINAL
14,CARDINAL
15,CARDINAL
17,CARDINAL
18,CARDINAL
19,CARDINAL
21,CARDINAL
22,CARDINAL
Debt,PRODUCT
23,CARDINAL
24,CARDINAL
Households,ORG
25,CARDINAL
26,CARDINAL
27,CARDINAL
28,CARDINAL
29,CARDINAL
30,CARDINAL
31,CARDINAL
32,CARDINAL
GAR,ORG
33,CARDINAL
34,CARDINAL
NFRD,NORP
35,CARDINAL
36,CARDINAL
37,CARDINAL
38,CARDINAL
Debt,PRODUCT
39,CARDINAL
Non-EU,ORG
NFRD,ORG
41,CARDINAL
42,CARDINAL
43,CARDINAL
45,CARDINAL
Commerzbank,ORG
2023,DATE
T-1,ORG
47,CARDINAL
Goodwill,PERSON
48,CARDINAL
GAR,ORG
49,CARDINAL
GAR,ORG
50,CARDINAL
51,CARDINAL
52,CARDINAL
53,CARDINAL
NFRD,NORP
54,CARDINAL
55,CARDINAL
57,CARDINAL
1,CARDINAL
UoP,GPE
2,CARDINAL
25,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
"101 
 
25 Declaration",MONEY
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
1,CARDINAL
GAR,ORG
Cap Ex-KPI,PERSON
Climate Change Mitigation,ORG
CCM,ORG
CCA,ORG
GAR - Covered,ORG
1,CARDINAL
HfT,WORK_OF_ART
GAR,ORG
"177,422",CARDINAL
"131,405",CARDINAL
"9,034",CARDINAL
"8,488",CARDINAL
45,CARDINAL
322,CARDINAL
6,CARDINAL
2,CARDINAL
"19,245",CARDINAL
"3,936",CARDINAL
58,CARDINAL
58,CARDINAL
0,CARDINAL
0,CARDINAL
1,CARDINAL
3,CARDINAL
"17,293",CARDINAL
"2,856",CARDINAL
"10,453",CARDINAL
"1,616",CARDINAL
5,CARDINAL
"6,840",CARDINAL
6,CARDINAL
"1,952",CARDINAL
"1,080",CARDINAL
58,CARDINAL
58,CARDINAL
0,CARDINAL
0,CARDINAL
1,CARDINAL
8,CARDINAL
115,CARDINAL
115,CARDINAL
10,CARDINAL
11,CARDINAL
621,CARDINAL
155,CARDINAL
610,CARDINAL
155,CARDINAL
14,CARDINAL
10,CARDINAL
15,CARDINAL
33,CARDINAL
33,CARDINAL
18,CARDINAL
19,CARDINAL
"19,621",CARDINAL
"13,569",CARDINAL
"3,538",CARDINAL
"2,991",CARDINAL
45,CARDINAL
322,CARDINAL
21,CARDINAL
"18,648",CARDINAL
"13,220",CARDINAL
"3,454",CARDINAL
"2,991",CARDINAL
29,CARDINAL
296,CARDINAL
6,CARDINAL
22,CARDINAL
Debt,PRODUCT
974,CARDINAL
16,CARDINAL
27,CARDINAL
1,CARDINAL
0,CARDINAL
23,CARDINAL
Households,ORG
"129,771",CARDINAL
"113,883",CARDINAL
"5,438",CARDINAL
"5,438",CARDINAL
25,CARDINAL
"106,920",CARDINAL
"103,857",CARDINAL
"4,673",CARDINAL
"4,673",CARDINAL
26,CARDINAL
"3,758",CARDINAL
"3,758",CARDINAL
394,CARDINAL
98,CARDINAL
28,CARDINAL
"8,785",CARDINAL
17,CARDINAL
30,CARDINAL
"8,785",CARDINAL
17,CARDINAL
32,CARDINAL
GAR,ORG
"195,014",CARDINAL
102,CARDINAL
2023,DATE
Climate Change Mitigation,ORG
CCM,ORG
CCA,ORG
33,CARDINAL
"182,021",CARDINAL
34,CARDINAL
NFRD,ORG
"112,870",CARDINAL
35,CARDINAL
"77,823",CARDINAL
36,CARDINAL
"9,181",CARDINAL
37,CARDINAL
340,CARDINAL
38,CARDINAL
Debt,PRODUCT
"34,448",CARDINAL
39,CARDINAL
599,CARDINAL
Non-EU,ORG
NFRD,NORP
"69,150",CARDINAL
41,CARDINAL
"50,970",CARDINAL
42,CARDINAL
"18,061",CARDINAL
43,CARDINAL
120,CARDINAL
"1,497",CARDINAL
45,CARDINAL
131,CARDINAL
"1,108",CARDINAL
47,CARDINAL
"10,257",CARDINAL
48,CARDINAL
GAR,ORG
"372,436",CARDINAL
"131,405",CARDINAL
"9,034",CARDINAL
"8,488",CARDINAL
45,CARDINAL
322,CARDINAL
11,CARDINAL
6,CARDINAL
0,CARDINAL
49,CARDINAL
GAR,ORG
"165,522",CARDINAL
50,CARDINAL
"37,568",CARDINAL
51,CARDINAL
"101,396",CARDINAL
52,CARDINAL
"26,559",CARDINAL
53,CARDINAL
"537,959",CARDINAL
"131,405",CARDINAL
"9,034",CARDINAL
"8,488",CARDINAL
45,CARDINAL
322,CARDINAL
6,CARDINAL
NFRD,ORG
54,CARDINAL
"3,093",CARDINAL
3,CARDINAL
"46,194",CARDINAL
"20,893",CARDINAL
"3,067",CARDINAL
300,CARDINAL
5,CARDINAL
1,CARDINAL
"38,613",CARDINAL
"20,435",CARDINAL
"2,729",CARDINAL
8,CARDINAL
123,CARDINAL
0,CARDINAL
"4,910",CARDINAL
458,CARDINAL
339,CARDINAL
177,CARDINAL
1,CARDINAL
0,CARDINAL
1,CARDINAL
UoP,GPE
2,CARDINAL
25,CARDINAL
"Corporate Responsibility 
Management Report 
Risk Report 
Financial Statements 
Further Information",ORG
103,CARDINAL
Art,PERSON
HGB,ORG
36,CARDINAL
Art,PERSON
315,CARDINAL
HGB,ORG
42,CARDINAL
GAR - Covered,ORG
1,CARDINAL
HfT,WORK_OF_ART
GAR,ORG
"131,416",CARDINAL
"9,040",CARDINAL
"8,488",CARDINAL
45,CARDINAL
323,CARDINAL
2,CARDINAL
"3,937",CARDINAL
58,CARDINAL
58,CARDINAL
0,CARDINAL
0,CARDINAL
3,CARDINAL
"2,856",CARDINAL
"1,616 
 
 
 
 
5",MONEY
"1,240 
 
 
 
 
6",MONEY
7,CARDINAL
"1,081",CARDINAL
58,CARDINAL
58,CARDINAL
0,CARDINAL
0,CARDINAL
8,CARDINAL
0,CARDINAL
"0 
 
 
 
 
10",MONEY
11,CARDINAL
12,CARDINAL
155,CARDINAL
155,CARDINAL
15,CARDINAL
16,CARDINAL
4,CARDINAL
19,CARDINAL
20,CARDINAL
"13,579",CARDINAL
"3,544",CARDINAL
"2,991",CARDINAL
45,CARDINAL
323,CARDINAL
21,CARDINAL
"13,230",CARDINAL
"3,460",CARDINAL
"2,991",CARDINAL
29,CARDINAL
296,CARDINAL
22,CARDINAL
Debt,PRODUCT
349,CARDINAL
16,CARDINAL
27,CARDINAL
23,CARDINAL
24,CARDINAL
Households,ORG
"113,883",CARDINAL
